accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
16622,Delhi,Delhi,28.676282,77.049333,10/30/2022,2:00,2,Sunday,1,highway,1,0,fog,low,24,low,distraction,minor,4,3,0,None,0.45
16623,Chandigarh,Punjab,30.653155,76.821043,9/14/2022,7:00,7,Wednesday,0,rural,5,1,fog,low,36,high,drunk driving,major,5,2,0,None,0.65
16624,Chennai,Tamil Nadu,13.184386,80.248288,6/10/2022,15:00,15,Friday,0,urban,1,1,fog,low,21,high,weather,minor,1,0,0,None,0.65
16625,Mumbai,Maharashtra,19.082534,72.93269,12/17/2023,10:00,10,Sunday,1,urban,2,0,fog,low,32,medium,overspeeding,minor,4,4,1,None,0.6
16626,Pune,Maharashtra,18.546055,73.939192,2/10/2024,22:00,22,Saturday,1,highway,3,0,clear,high,24,medium,distraction,fatal,1,1,0,None,0.3
16627,Chennai,Tamil Nadu,13.044436,80.130103,7/17/2022,1:00,1,Sunday,1,highway,6,0,fog,low,15,low,distraction,minor,1,0,0,None,0.45
16628,Delhi,Delhi,28.840993,76.825853,12/14/2022,7:00,7,Wednesday,0,urban,2,0,rain,low,19,low,overspeeding,minor,1,0,0,None,0.45
16629,Chennai,Tamil Nadu,12.886489,80.138818,8/16/2023,3:00,3,Wednesday,0,urban,5,0,fog,low,30,medium,weather,minor,2,0,0,None,0.45
16630,Hyderabad,Telangana,17.298594,78.216682,4/22/2023,11:00,11,Saturday,1,highway,1,1,rain,medium,34,high,drunk driving,minor,3,0,0,Eid,0.55
16631,Bangalore,Karnataka,13.088029,77.759237,10/10/2022,12:00,12,Monday,0,rural,6,1,clear,high,21,medium,overspeeding,minor,3,0,0,None,0.1
16632,Chandigarh,Punjab,30.689082,76.806951,7/23/2022,22:00,22,Saturday,1,rural,6,0,clear,high,38,low,poor road,minor,4,4,0,None,0.1
16633,Kolkata,West Bengal,22.5708,88.297721,8/2/2023,21:00,21,Wednesday,0,rural,3,1,fog,low,28,high,weather,minor,2,2,0,None,0.65
16634,Chandigarh,Punjab,30.66741,76.815168,3/19/2023,9:00,9,Sunday,1,urban,4,0,rain,low,37,high,poor road,minor,5,3,1,None,0.8
16635,Chandigarh,Punjab,30.707504,76.763347,3/12/2024,2:00,2,Tuesday,0,urban,1,0,fog,low,28,high,poor road,minor,4,1,0,None,0.65
16636,Kolkata,West Bengal,22.501495,88.308917,3/27/2024,15:00,15,Wednesday,0,rural,3,1,clear,high,35,medium,weather,fatal,1,1,0,None,0.3
16637,Chandigarh,Punjab,30.653865,76.733567,4/1/2023,14:00,14,Saturday,1,highway,3,0,rain,low,21,medium,weather,minor,2,1,0,None,0.45
16638,Bangalore,Karnataka,13.072572,77.424287,2/17/2024,20:00,20,Saturday,1,highway,4,1,fog,low,21,medium,poor road,fatal,2,2,0,None,0.65
16639,Bangalore,Karnataka,13.139932,77.602975,3/18/2022,19:00,19,Friday,0,urban,6,0,fog,low,28,high,drunk driving,minor,1,1,1,None,0.8
16640,Chandigarh,Punjab,30.762985,76.866328,6/19/2023,9:00,9,Monday,0,urban,5,1,rain,medium,25,medium,drunk driving,minor,5,1,1,None,0.4
16641,Kolkata,West Bengal,22.556573,88.483064,3/26/2025,3:00,3,Wednesday,0,urban,3,0,fog,low,33,high,drunk driving,fatal,3,3,0,None,0.85
16642,Chennai,Tamil Nadu,12.971146,80.213738,9/25/2023,7:00,7,Monday,0,urban,3,1,rain,medium,15,high,drunk driving,major,2,2,0,None,0.45
16643,Pune,Maharashtra,18.624523,73.836062,3/3/2025,0:00,0,Monday,0,rural,3,0,rain,medium,22,medium,drunk driving,minor,3,1,0,None,0.25
16644,Mumbai,Maharashtra,18.938254,72.905508,6/18/2024,11:00,11,Tuesday,0,urban,3,1,rain,low,40,medium,drunk driving,minor,2,2,0,None,0.45
16645,Pune,Maharashtra,18.628403,73.725846,4/15/2023,16:00,16,Saturday,1,rural,2,1,rain,medium,20,medium,poor road,minor,5,5,0,None,0.25
16646,Delhi,Delhi,28.637605,77.296161,11/28/2023,6:00,6,Tuesday,0,highway,1,1,clear,high,22,high,distraction,minor,4,2,0,None,0.3
16647,Bangalore,Karnataka,13.112416,77.568281,12/9/2022,10:00,10,Friday,0,urban,4,0,clear,high,16,high,poor road,minor,2,0,1,None,0.45
16648,Pune,Maharashtra,18.56452,73.994217,7/23/2022,2:00,2,Saturday,1,rural,4,1,clear,high,38,high,overspeeding,fatal,1,1,0,None,0.5
16649,Mumbai,Maharashtra,18.930761,72.889701,5/1/2022,11:00,11,Sunday,1,urban,4,1,rain,low,28,medium,weather,fatal,1,1,0,None,0.65
16650,Bangalore,Karnataka,13.123421,77.684279,7/17/2022,1:00,1,Sunday,1,highway,2,0,fog,low,30,medium,distraction,major,1,1,0,None,0.45
16651,Chennai,Tamil Nadu,12.828512,80.133987,8/11/2024,21:00,21,Sunday,1,rural,4,1,fog,low,17,high,overspeeding,minor,1,0,0,None,0.65
16652,Kolkata,West Bengal,22.55783,88.259248,11/1/2022,21:00,21,Tuesday,0,urban,1,1,clear,high,31,low,weather,major,4,3,0,None,0.1
16653,Chennai,Tamil Nadu,12.952349,80.103007,10/26/2023,11:00,11,Thursday,0,highway,1,0,clear,high,21,medium,poor road,minor,4,4,0,None,0.1
16654,Bangalore,Karnataka,13.020501,77.71688,3/22/2023,1:00,1,Wednesday,0,rural,6,1,fog,low,36,low,weather,minor,2,1,0,None,0.45
16655,Pune,Maharashtra,18.528125,73.903472,2/10/2022,11:00,11,Thursday,0,urban,1,1,fog,low,16,high,overspeeding,minor,5,0,0,None,0.65
16656,Chandigarh,Punjab,30.721718,76.814598,12/18/2022,7:00,7,Sunday,1,rural,3,1,rain,medium,37,medium,poor road,major,5,5,0,None,0.25
16657,Chandigarh,Punjab,30.655858,76.844317,5/27/2022,12:00,12,Friday,0,rural,4,1,clear,high,24,high,poor road,major,4,4,0,None,0.3
16658,Pune,Maharashtra,18.496938,73.743091,12/1/2022,17:00,17,Thursday,0,urban,5,1,fog,low,25,high,poor road,minor,4,3,1,None,0.8
16659,Pune,Maharashtra,18.669758,73.759353,12/10/2023,17:00,17,Sunday,1,highway,5,0,fog,low,28,high,poor road,minor,2,0,1,None,0.8
16660,Kolkata,West Bengal,22.638186,88.35148,10/20/2023,11:00,11,Friday,0,highway,6,0,clear,high,29,low,weather,major,5,2,0,None,0.1
16661,Delhi,Delhi,28.416008,76.960468,7/27/2023,9:00,9,Thursday,0,highway,3,1,rain,low,35,high,poor road,minor,4,1,1,None,0.8
16662,Delhi,Delhi,28.855203,77.045558,9/26/2023,0:00,0,Tuesday,0,urban,3,0,fog,low,34,low,drunk driving,minor,3,2,0,None,0.45
16663,Hyderabad,Telangana,17.279123,78.341386,12/25/2023,19:00,19,Monday,0,urban,5,1,fog,low,37,high,overspeeding,minor,5,2,1,None,0.8
16664,Mumbai,Maharashtra,18.909394,72.92629,5/24/2023,0:00,0,Wednesday,0,rural,5,0,fog,low,27,low,poor road,minor,2,2,0,None,0.45
16665,Pune,Maharashtra,18.473016,73.9194,8/2/2024,19:00,19,Friday,0,urban,3,1,rain,low,25,low,weather,minor,3,1,1,None,0.6
16666,Bangalore,Karnataka,12.852752,77.525976,3/26/2022,13:00,13,Saturday,1,highway,3,1,rain,medium,17,medium,drunk driving,major,2,2,0,None,0.25
16667,Kolkata,West Bengal,22.574383,88.240664,10/13/2024,4:00,4,Sunday,1,urban,2,0,clear,high,23,low,drunk driving,minor,2,2,0,None,0.1
16668,Kolkata,West Bengal,22.616788,88.220134,9/29/2022,7:00,7,Thursday,0,rural,6,0,rain,medium,25,high,overspeeding,major,4,2,0,None,0.45
16669,Chandigarh,Punjab,30.763664,76.888624,1/17/2024,9:00,9,Wednesday,0,highway,5,1,rain,medium,33,medium,drunk driving,minor,4,2,1,None,0.4
16670,Chandigarh,Punjab,30.764397,76.791994,4/9/2025,7:00,7,Wednesday,0,highway,5,1,rain,low,27,high,distraction,major,4,1,0,None,0.65
16671,Mumbai,Maharashtra,19.283796,72.818746,2/7/2025,8:00,8,Friday,0,urban,5,1,clear,high,24,high,distraction,minor,2,0,1,None,0.45
16672,Pune,Maharashtra,18.579858,73.717915,9/4/2022,15:00,15,Sunday,1,rural,4,0,fog,low,33,high,weather,major,1,1,0,None,0.65
16673,Mumbai,Maharashtra,19.211705,72.986405,9/17/2023,3:00,3,Sunday,1,highway,2,1,fog,low,16,low,weather,fatal,1,1,0,None,0.65
16674,Chennai,Tamil Nadu,12.849446,80.297604,12/9/2023,21:00,21,Saturday,1,highway,5,0,rain,low,22,high,weather,minor,2,0,0,None,0.65
16675,Chandigarh,Punjab,30.731628,76.765343,8/19/2024,1:00,1,Monday,0,rural,3,0,clear,high,34,low,weather,fatal,2,2,0,None,0.3
16676,Mumbai,Maharashtra,19.180268,72.750644,7/18/2022,13:00,13,Monday,0,highway,4,0,rain,low,26,low,poor road,major,2,0,0,None,0.45
16677,Chandigarh,Punjab,30.761827,76.830684,7/28/2023,15:00,15,Friday,0,highway,4,0,clear,high,27,high,poor road,major,4,0,0,None,0.3
16678,Chandigarh,Punjab,30.673763,76.894385,6/15/2024,17:00,17,Saturday,1,rural,2,1,fog,low,31,high,distraction,fatal,4,4,1,None,1
16679,Chandigarh,Punjab,30.661456,76.721584,1/16/2024,7:00,7,Tuesday,0,highway,4,1,rain,medium,18,low,poor road,minor,5,4,0,None,0.25
16680,Bangalore,Karnataka,12.817958,77.667285,1/4/2023,10:00,10,Wednesday,0,highway,3,0,fog,low,35,high,poor road,minor,2,2,1,None,0.8
16681,Pune,Maharashtra,18.625524,73.721466,1/24/2024,11:00,11,Wednesday,0,highway,5,1,fog,low,26,high,drunk driving,minor,2,0,0,None,0.65
16682,Kolkata,West Bengal,22.504022,88.323186,12/1/2022,1:00,1,Thursday,0,rural,4,1,rain,medium,40,low,poor road,minor,5,3,0,None,0.25
16683,Chennai,Tamil Nadu,12.94667,80.185878,10/25/2024,21:00,21,Friday,0,highway,5,0,fog,low,15,medium,poor road,major,2,2,0,None,0.45
16684,Chandigarh,Punjab,30.614023,76.765048,11/2/2024,7:00,7,Saturday,1,highway,1,1,fog,low,28,medium,poor road,minor,5,5,0,None,0.45
16685,Mumbai,Maharashtra,19.018565,72.77753,11/23/2024,10:00,10,Saturday,1,urban,2,1,clear,high,38,medium,poor road,major,5,0,1,None,0.25
16686,Pune,Maharashtra,18.628813,73.760983,3/9/2024,2:00,2,Saturday,1,urban,6,0,fog,low,31,medium,poor road,minor,4,3,0,None,0.45
16687,Delhi,Delhi,28.517819,76.869442,2/13/2023,20:00,20,Monday,0,rural,4,0,clear,high,25,high,distraction,major,4,0,0,None,0.3
16688,Chennai,Tamil Nadu,13.126361,80.289865,7/26/2022,7:00,7,Tuesday,0,highway,1,1,rain,low,19,low,poor road,fatal,5,5,0,None,0.65
16689,Kolkata,West Bengal,22.490623,88.461322,2/11/2024,1:00,1,Sunday,1,highway,5,0,rain,low,15,high,poor road,minor,1,0,0,None,0.65
16690,Kolkata,West Bengal,22.519851,88.474365,6/30/2023,0:00,0,Friday,0,highway,4,0,rain,medium,37,medium,overspeeding,minor,2,0,0,None,0.25
16691,Kolkata,West Bengal,22.437261,88.301046,1/26/2022,21:00,21,Wednesday,0,highway,2,0,clear,high,31,high,drunk driving,major,4,3,0,None,0.3
16692,Chandigarh,Punjab,30.75051,76.887779,2/2/2024,18:00,18,Friday,0,urban,6,1,rain,low,30,medium,drunk driving,minor,3,3,1,None,0.6
16693,Chandigarh,Punjab,30.600346,76.700078,1/2/2023,8:00,8,Monday,0,highway,3,1,rain,medium,15,high,overspeeding,major,5,0,1,None,0.6
16694,Kolkata,West Bengal,22.551861,88.21857,8/11/2022,5:00,5,Thursday,0,urban,5,0,clear,high,29,medium,drunk driving,fatal,1,1,0,None,0.3
16695,Delhi,Delhi,28.774685,77.201229,8/31/2024,10:00,10,Saturday,1,urban,6,0,rain,low,39,high,drunk driving,fatal,4,4,1,None,1
16696,Pune,Maharashtra,18.690331,73.963191,11/9/2024,17:00,17,Saturday,1,rural,6,0,fog,low,30,low,poor road,minor,3,0,1,None,0.6
16697,Delhi,Delhi,28.657531,77.28595,11/8/2024,11:00,11,Friday,0,rural,3,0,fog,low,34,high,overspeeding,minor,3,3,0,None,0.65
16698,Chandigarh,Punjab,30.609019,76.705387,10/25/2024,22:00,22,Friday,0,urban,1,1,fog,low,32,low,distraction,major,2,2,0,None,0.45
16699,Delhi,Delhi,28.633071,77.285386,11/14/2024,4:00,4,Thursday,0,highway,3,0,clear,high,17,low,overspeeding,minor,5,5,0,None,0.1
16700,Hyderabad,Telangana,17.347178,78.240326,2/11/2024,16:00,16,Sunday,1,highway,6,0,fog,low,39,high,weather,minor,1,0,0,None,0.65
16701,Chandigarh,Punjab,30.686324,76.838113,4/22/2023,21:00,21,Saturday,1,rural,4,0,fog,low,15,high,weather,minor,5,4,0,Eid,0.75
16702,Hyderabad,Telangana,17.358469,78.573807,12/1/2024,23:00,23,Sunday,1,highway,3,0,clear,high,31,high,distraction,minor,2,1,0,None,0.3
16703,Delhi,Delhi,28.427859,76.937251,3/13/2025,1:00,1,Thursday,0,highway,3,0,rain,medium,20,low,distraction,minor,1,0,0,None,0.25
16704,Kolkata,West Bengal,22.599537,88.391865,3/31/2024,17:00,17,Sunday,1,highway,4,0,fog,low,22,high,poor road,minor,4,3,1,None,0.8
16705,Delhi,Delhi,28.870517,77.059428,11/9/2023,1:00,1,Thursday,0,highway,5,0,rain,low,19,low,drunk driving,minor,5,5,0,None,0.45
16706,Hyderabad,Telangana,17.330154,78.452512,2/10/2025,9:00,9,Monday,0,rural,1,1,clear,high,16,high,weather,fatal,5,5,1,None,0.65
16707,Mumbai,Maharashtra,19.03815,72.991386,3/9/2025,23:00,23,Sunday,1,rural,5,1,clear,high,31,high,distraction,minor,2,1,0,None,0.3
16708,Chandigarh,Punjab,30.676634,76.839552,11/6/2023,9:00,9,Monday,0,rural,4,1,fog,low,25,low,poor road,minor,3,2,1,None,0.6
16709,Delhi,Delhi,28.821671,76.940609,3/31/2023,4:00,4,Friday,0,rural,6,0,clear,high,33,low,drunk driving,minor,2,0,0,None,0.1
16710,Delhi,Delhi,28.762904,77.218152,4/9/2025,14:00,14,Wednesday,0,urban,2,1,rain,medium,31,medium,weather,minor,2,1,0,None,0.25
16711,Bangalore,Karnataka,13.192925,77.453029,6/25/2022,0:00,0,Saturday,1,rural,4,0,fog,low,28,high,distraction,major,3,2,0,None,0.65
16712,Delhi,Delhi,28.837314,76.978094,5/5/2024,14:00,14,Sunday,1,urban,1,0,rain,low,21,low,weather,major,5,1,0,None,0.45
16713,Hyderabad,Telangana,17.34145,78.559535,1/21/2024,4:00,4,Sunday,1,urban,4,1,rain,medium,16,low,poor road,major,4,3,0,None,0.25
16714,Kolkata,West Bengal,22.657823,88.482696,1/7/2024,19:00,19,Sunday,1,urban,1,1,fog,low,25,high,poor road,minor,2,0,1,None,0.8
16715,Chandigarh,Punjab,30.671122,76.727709,1/22/2022,1:00,1,Saturday,1,highway,5,0,fog,low,32,low,overspeeding,minor,3,0,0,None,0.45
16716,Chandigarh,Punjab,30.750318,76.733388,6/10/2023,3:00,3,Saturday,1,rural,2,1,rain,low,29,low,overspeeding,major,1,1,0,None,0.45
16717,Mumbai,Maharashtra,19.267742,72.854786,4/14/2023,3:00,3,Friday,0,highway,1,1,rain,low,21,low,drunk driving,minor,3,0,0,None,0.45
16718,Mumbai,Maharashtra,19.209653,72.743268,10/11/2022,21:00,21,Tuesday,0,highway,2,1,rain,medium,33,medium,drunk driving,minor,5,0,0,None,0.25
16719,Chennai,Tamil Nadu,12.813764,80.191471,4/1/2024,15:00,15,Monday,0,rural,6,0,clear,high,19,high,drunk driving,major,1,0,0,None,0.3
16720,Delhi,Delhi,28.466182,76.891007,5/13/2022,21:00,21,Friday,0,urban,1,1,clear,high,21,low,overspeeding,minor,3,2,0,None,0.1
16721,Hyderabad,Telangana,17.500847,78.368083,7/30/2023,17:00,17,Sunday,1,urban,2,0,clear,high,18,high,weather,minor,1,0,1,None,0.45
16722,Pune,Maharashtra,18.521036,73.87973,1/18/2023,14:00,14,Wednesday,0,rural,1,0,fog,low,30,low,drunk driving,minor,2,2,0,None,0.45
16723,Chandigarh,Punjab,30.730813,76.874505,10/28/2023,7:00,7,Saturday,1,highway,6,1,clear,high,31,high,overspeeding,minor,5,4,0,None,0.3
16724,Chennai,Tamil Nadu,13.089018,80.111256,9/10/2023,14:00,14,Sunday,1,urban,3,1,clear,high,34,high,distraction,major,3,2,0,None,0.3
16725,Bangalore,Karnataka,12.823071,77.421894,12/2/2024,0:00,0,Monday,0,urban,1,0,rain,medium,37,low,drunk driving,minor,5,1,0,None,0.25
16726,Chandigarh,Punjab,30.711816,76.713771,3/30/2024,16:00,16,Saturday,1,highway,3,0,fog,low,33,high,overspeeding,major,3,0,0,None,0.65
16727,Delhi,Delhi,28.866131,76.881812,2/27/2024,18:00,18,Tuesday,0,rural,5,1,rain,medium,35,medium,distraction,minor,4,2,1,None,0.4
16728,Delhi,Delhi,28.547318,77.20098,12/27/2024,1:00,1,Friday,0,rural,5,0,clear,high,35,low,overspeeding,minor,3,0,0,None,0.1
16729,Chennai,Tamil Nadu,13.187476,80.180457,8/9/2023,5:00,5,Wednesday,0,urban,6,0,clear,high,35,low,poor road,minor,1,1,0,None,0.1
16730,Hyderabad,Telangana,17.351927,78.35488,10/12/2022,16:00,16,Wednesday,0,highway,2,0,fog,low,16,low,weather,fatal,5,5,0,None,0.65
16731,Chandigarh,Punjab,30.62871,76.809661,4/13/2024,3:00,3,Saturday,1,highway,4,1,fog,low,19,low,poor road,minor,3,3,0,None,0.45
16732,Mumbai,Maharashtra,18.8066,72.845374,1/13/2023,15:00,15,Friday,0,highway,4,1,rain,low,33,low,distraction,minor,3,3,0,None,0.45
16733,Chennai,Tamil Nadu,12.880903,80.139741,6/5/2023,7:00,7,Monday,0,urban,4,1,clear,high,24,low,weather,minor,4,0,0,None,0.1
16734,Delhi,Delhi,28.786005,77.07378,2/27/2024,20:00,20,Tuesday,0,rural,6,0,fog,low,31,medium,drunk driving,minor,1,1,0,None,0.45
16735,Chennai,Tamil Nadu,12.994312,80.138095,10/20/2022,0:00,0,Thursday,0,urban,6,1,rain,low,28,low,distraction,major,5,0,0,None,0.45
16736,Bangalore,Karnataka,13.062839,77.79368,8/29/2023,21:00,21,Tuesday,0,rural,1,1,fog,low,15,medium,distraction,fatal,2,2,0,None,0.65
16737,Chennai,Tamil Nadu,13.062732,80.280599,1/20/2025,16:00,16,Monday,0,highway,6,1,rain,low,38,low,distraction,fatal,2,2,0,None,0.65
16738,Chennai,Tamil Nadu,12.9363,80.222427,4/15/2024,10:00,10,Monday,0,urban,3,0,rain,medium,24,high,weather,minor,5,0,1,None,0.6
16739,Hyderabad,Telangana,17.514095,78.530231,5/28/2022,6:00,6,Saturday,1,highway,4,1,fog,low,40,low,weather,minor,5,4,0,None,0.45
16740,Chennai,Tamil Nadu,12.968219,80.229248,1/29/2025,15:00,15,Wednesday,0,highway,2,0,clear,high,35,low,weather,major,3,1,0,None,0.1
16741,Chennai,Tamil Nadu,13.17805,80.175991,11/14/2024,23:00,23,Thursday,0,highway,1,0,fog,low,18,low,overspeeding,minor,2,1,0,None,0.45
16742,Chandigarh,Punjab,30.783724,76.873534,2/27/2025,16:00,16,Thursday,0,urban,4,1,rain,medium,24,high,overspeeding,major,2,0,0,None,0.45
16743,Chennai,Tamil Nadu,13.162024,80.251256,8/22/2023,16:00,16,Tuesday,0,rural,6,1,clear,high,39,medium,poor road,major,3,1,0,None,0.1
16744,Delhi,Delhi,28.824828,77.152932,2/27/2022,17:00,17,Sunday,1,highway,3,1,clear,high,17,high,overspeeding,minor,2,2,1,None,0.45
16745,Mumbai,Maharashtra,19.096992,72.86308,11/30/2024,2:00,2,Saturday,1,rural,6,0,fog,low,31,medium,weather,minor,1,0,0,None,0.45
16746,Pune,Maharashtra,18.678175,73.868538,9/27/2022,8:00,8,Tuesday,0,highway,3,0,rain,medium,25,high,weather,minor,4,3,1,None,0.6
16747,Mumbai,Maharashtra,18.897635,72.86143,10/21/2023,8:00,8,Saturday,1,highway,5,0,fog,low,18,high,poor road,major,1,0,1,None,0.8
16748,Delhi,Delhi,28.41992,76.940648,8/16/2022,21:00,21,Tuesday,0,highway,5,0,rain,low,39,low,distraction,fatal,5,5,0,None,0.65
16749,Pune,Maharashtra,18.407486,73.941228,1/5/2023,15:00,15,Thursday,0,rural,6,0,rain,low,36,low,overspeeding,fatal,3,3,0,None,0.65
16750,Hyderabad,Telangana,17.360358,78.299123,8/2/2024,11:00,11,Friday,0,urban,5,0,clear,high,28,high,weather,fatal,3,3,0,None,0.5
16751,Hyderabad,Telangana,17.272868,78.274955,3/20/2023,8:00,8,Monday,0,highway,4,1,clear,high,20,high,overspeeding,minor,2,2,1,None,0.45
16752,Pune,Maharashtra,18.617345,73.947853,5/13/2024,23:00,23,Monday,0,urban,5,1,clear,high,26,low,weather,fatal,2,2,0,None,0.3
16753,Chandigarh,Punjab,30.654121,76.796614,3/9/2025,13:00,13,Sunday,1,highway,2,0,clear,high,38,medium,distraction,minor,2,1,0,None,0.1
16754,Kolkata,West Bengal,22.471847,88.274862,9/2/2024,16:00,16,Monday,0,urban,4,1,clear,high,32,medium,overspeeding,major,5,1,0,None,0.1
16755,Kolkata,West Bengal,22.424123,88.30245,1/15/2023,0:00,0,Sunday,1,rural,2,0,rain,medium,30,low,distraction,major,5,0,0,None,0.25
16756,Mumbai,Maharashtra,18.910269,72.796861,9/4/2022,4:00,4,Sunday,1,urban,6,1,rain,medium,23,low,overspeeding,minor,2,2,0,None,0.25
16757,Kolkata,West Bengal,22.440185,88.45338,6/15/2024,20:00,20,Saturday,1,rural,5,1,clear,high,27,low,poor road,fatal,4,4,0,None,0.3
16758,Chennai,Tamil Nadu,13.104889,80.113963,3/8/2024,2:00,2,Friday,0,highway,2,0,fog,low,38,medium,distraction,minor,1,0,0,None,0.45
16759,Bangalore,Karnataka,13.152227,77.558658,10/3/2023,17:00,17,Tuesday,0,highway,6,1,fog,low,32,medium,weather,minor,5,5,1,None,0.6
16760,Chandigarh,Punjab,30.630758,76.704059,2/7/2025,4:00,4,Friday,0,highway,2,1,fog,low,35,low,poor road,major,5,1,0,None,0.45
16761,Hyderabad,Telangana,17.261667,78.51477,11/19/2024,21:00,21,Tuesday,0,urban,3,0,clear,high,32,low,distraction,fatal,5,5,0,None,0.3
16762,Chandigarh,Punjab,30.645728,76.786689,11/22/2023,0:00,0,Wednesday,0,rural,4,0,fog,low,35,low,drunk driving,minor,4,1,0,None,0.45
16763,Mumbai,Maharashtra,19.047136,72.90316,5/8/2023,5:00,5,Monday,0,urban,2,1,rain,low,18,medium,weather,major,3,3,0,None,0.45
16764,Delhi,Delhi,28.729662,77.060088,3/11/2024,1:00,1,Monday,0,rural,5,1,clear,high,18,low,poor road,fatal,1,1,0,None,0.3
16765,Mumbai,Maharashtra,19.230875,72.787687,3/21/2025,23:00,23,Friday,0,urban,2,0,clear,high,28,medium,overspeeding,major,2,1,0,None,0.1
16766,Pune,Maharashtra,18.661275,73.907919,7/15/2024,5:00,5,Monday,0,urban,3,0,fog,low,29,medium,poor road,minor,5,3,0,None,0.45
16767,Mumbai,Maharashtra,19.21401,72.779693,7/6/2022,0:00,0,Wednesday,0,rural,1,1,fog,low,22,low,overspeeding,minor,3,1,0,None,0.45
16768,Chandigarh,Punjab,30.770204,76.762909,2/27/2024,13:00,13,Tuesday,0,rural,6,1,rain,medium,19,low,overspeeding,minor,4,0,0,None,0.25
16769,Hyderabad,Telangana,17.516283,78.272252,3/19/2022,15:00,15,Saturday,1,urban,2,1,rain,medium,34,low,drunk driving,major,1,0,0,None,0.25
16770,Bangalore,Karnataka,12.80906,77.738692,5/12/2022,5:00,5,Thursday,0,urban,6,0,fog,low,32,medium,weather,major,2,2,0,None,0.45
16771,Kolkata,West Bengal,22.647676,88.218346,8/25/2022,23:00,23,Thursday,0,urban,6,1,rain,medium,26,low,overspeeding,minor,5,0,0,None,0.25
16772,Pune,Maharashtra,18.529766,73.876762,7/19/2023,1:00,1,Wednesday,0,highway,5,0,clear,high,36,low,poor road,minor,2,2,0,None,0.1
16773,Delhi,Delhi,28.677228,77.149389,6/10/2023,12:00,12,Saturday,1,urban,1,1,clear,high,37,low,distraction,minor,1,0,0,None,0.1
16774,Chandigarh,Punjab,30.689009,76.775658,8/13/2023,1:00,1,Sunday,1,highway,4,0,fog,low,20,medium,drunk driving,minor,3,0,0,None,0.45
16775,Chennai,Tamil Nadu,13.187486,80.295193,5/26/2023,8:00,8,Friday,0,highway,3,0,rain,low,40,medium,weather,minor,4,2,1,None,0.6
16776,Delhi,Delhi,28.736614,77.287961,11/3/2022,13:00,13,Thursday,0,highway,1,1,rain,low,28,low,poor road,minor,5,3,0,None,0.45
16777,Delhi,Delhi,28.839961,77.077651,4/24/2022,4:00,4,Sunday,1,highway,4,1,fog,low,30,medium,weather,minor,1,1,0,None,0.45
16778,Bangalore,Karnataka,12.812701,77.598717,3/30/2024,15:00,15,Saturday,1,highway,1,1,rain,medium,18,high,drunk driving,minor,1,0,0,None,0.45
16779,Kolkata,West Bengal,22.406804,88.439923,7/6/2024,2:00,2,Saturday,1,urban,1,1,rain,low,28,low,weather,minor,1,0,0,None,0.45
16780,Kolkata,West Bengal,22.551635,88.321449,7/27/2023,12:00,12,Thursday,0,urban,6,0,fog,low,24,low,distraction,major,3,0,0,None,0.45
16781,Bangalore,Karnataka,12.887786,77.626337,4/26/2024,16:00,16,Friday,0,urban,6,1,rain,low,26,medium,overspeeding,major,2,1,0,None,0.45
16782,Bangalore,Karnataka,13.047509,77.41642,2/23/2024,3:00,3,Friday,0,rural,5,0,clear,high,39,medium,weather,minor,2,2,0,None,0.1
16783,Mumbai,Maharashtra,19.145826,72.708466,11/8/2023,8:00,8,Wednesday,0,rural,3,1,rain,low,29,medium,weather,minor,5,0,1,None,0.6
16784,Mumbai,Maharashtra,19.106257,72.836848,9/20/2023,7:00,7,Wednesday,0,highway,1,0,clear,high,40,low,overspeeding,major,1,1,0,None,0.1
16785,Chennai,Tamil Nadu,12.81503,80.186578,5/3/2022,17:00,17,Tuesday,0,rural,2,0,rain,medium,21,high,overspeeding,minor,1,0,1,None,0.6
16786,Bangalore,Karnataka,12.962501,77.798745,4/3/2022,20:00,20,Sunday,1,rural,3,1,rain,low,28,medium,distraction,major,4,3,0,None,0.45
16787,Bangalore,Karnataka,12.859098,77.469139,7/13/2024,22:00,22,Saturday,1,urban,3,1,rain,medium,38,high,overspeeding,fatal,2,2,0,None,0.65
16788,Chennai,Tamil Nadu,13.051037,80.198698,9/3/2022,8:00,8,Saturday,1,rural,4,1,rain,low,19,medium,poor road,minor,4,3,1,None,0.6
16789,Mumbai,Maharashtra,19.146865,72.945672,10/18/2024,21:00,21,Friday,0,highway,5,0,fog,low,23,medium,overspeeding,fatal,2,2,0,None,0.65
16790,Mumbai,Maharashtra,19.148027,72.979845,11/28/2023,17:00,17,Tuesday,0,highway,2,0,clear,high,25,medium,poor road,major,5,1,1,None,0.25
16791,Pune,Maharashtra,18.583396,73.705273,5/31/2022,23:00,23,Tuesday,0,highway,4,1,clear,high,37,high,overspeeding,major,1,1,0,None,0.3
16792,Delhi,Delhi,28.676871,77.166722,10/27/2022,9:00,9,Thursday,0,urban,1,1,clear,high,27,medium,distraction,major,3,3,1,None,0.25
